"state","week","race","kids","food_sufficiency","people"
"Alaska",16,"Hispanic or Latino, all Races","no",NA,1219.074243581
"Alaska",16,"Hispanic or Latino, all Races","yes","enough not wanted",1502.610329112
"Alaska",16,"Hispanic or Latino, all Races","yes","enough wanted",3278.25915142
"Alaska",16,"Hispanic or Latino, all Races","yes","often not enough",10575.855781
"Alaska",16,"Hispanic or Latino, all Races","yes","sometimes not enough",1808.34483196
"Alaska",16,"Hispanic or Latino, all Races","yes",NA,1467.71836535
"Alaska",16,"Two or more races or Other","no","enough not wanted",22744.610477139
"Alaska",16,"Two or more races or Other","no","enough wanted",25167.268869563
"Alaska",16,"Two or more races or Other","no","often not enough",2646.633769955
"Alaska",16,"Two or more races or Other","no","sometimes not enough",5476.158642023
"Alaska",16,"Two or more races or Other","no",NA,4956.63183129
"Alaska",16,"Two or more races or Other","yes","enough not wanted",20204.892305747
"Alaska",16,"Two or more races or Other","yes","enough wanted",8539.407210861
"Alaska",16,"Two or more races or Other","yes","often not enough",1987.075106215
"Alaska",16,"Two or more races or Other","yes","sometimes not enough",11801.611561508
"Alaska",16,"Two or more races or Other","yes",NA,6052.51276243
"Alaska",16,"White alone, not Hispanic","no","enough not wanted",40765.515883573
"Alaska",16,"White alone, not Hispanic","no","enough wanted",145001.808375787
"Alaska",16,"White alone, not Hispanic","no","often not enough",2577.39956319
"Alaska",16,"White alone, not Hispanic","no","sometimes not enough",6892.547273968
"Alaska",16,"White alone, not Hispanic","no",NA,19114.981301942
"Alaska",16,"White alone, not Hispanic","yes","enough not wanted",35729.473807394
"Alaska",16,"White alone, not Hispanic","yes","enough wanted",68743.780246869
"Alaska",16,"White alone, not Hispanic","yes","often not enough",423.060730925
"Alaska",16,"White alone, not Hispanic","yes","sometimes not enough",6713.096321048
"Alaska",16,"White alone, not Hispanic","yes",NA,9924.336494602
"Alaska",17,"Asian alone, not Hispanic","no","enough not wanted",11907.98568295
"Alaska",17,"Asian alone, not Hispanic","no","enough wanted",6461.90897222
"Alaska",17,"Asian alone, not Hispanic","no",NA,514.88235134
"Alaska",17,"Asian alone, not Hispanic","yes","enough not wanted",3223.61063286
"Alaska",17,"Asian alone, not Hispanic","yes","enough wanted",5044.97353843
"Alaska",17,"Asian alone, not Hispanic","yes","sometimes not enough",2056.79545626
"Alaska",17,"Asian alone, not Hispanic","yes",NA,748.46497143
"Alaska",17,"Black alone, not Hispanic","no","enough not wanted",589.2377987
"Alaska",17,"Black alone, not Hispanic","no","enough wanted",2738.103875129
"Alaska",17,"Black alone, not Hispanic","no","often not enough",1982.62309194
"Alaska",17,"Black alone, not Hispanic","no","sometimes not enough",1785.5736057
"Alaska",17,"Black alone, not Hispanic","no",NA,1326.74553043
"Alaska",17,"Black alone, not Hispanic","yes","enough not wanted",2640.28488287
"Alaska",17,"Black alone, not Hispanic","yes","enough wanted",6584.96439957
"Alaska",17,"Black alone, not Hispanic","yes","sometimes not enough",706.12562937
"Alaska",17,"Black alone, not Hispanic","yes",NA,1154.40449266
"Alaska",17,"Hispanic or Latino, all Races","no","enough not wanted",6066.763703629
"Alaska",17,"Hispanic or Latino, all Races","no","enough wanted",7606.321756096
"Alaska",17,"Hispanic or Latino, all Races","no","sometimes not enough",1255.87839478
"Alaska",17,"Hispanic or Latino, all Races","no",NA,3268.09159915
"Alaska",17,"Hispanic or Latino, all Races","yes","enough not wanted",5154.404755624
"Alaska",17,"Hispanic or Latino, all Races","yes","enough wanted",6504.344751721
"Alaska",17,"Hispanic or Latino, all Races","yes","often not enough",1770.16815883
"Alaska",17,"Hispanic or Latino, all Races","yes","sometimes not enough",1585.88679566
"Alaska",17,"Hispanic or Latino, all Races","yes",NA,434.1400845
"Alaska",17,"Two or more races or Other","no","enough not wanted",17806.184950399
"Alaska",17,"Two or more races or Other","no","enough wanted",20858.394119582
"Alaska",17,"Two or more races or Other","no","often not enough",2498.27132452
"Alaska",17,"Two or more races or Other","no","sometimes not enough",3773.159908328
"Alaska",17,"Two or more races or Other","no",NA,2897.8690499
"Alaska",17,"Two or more races or Other","yes","enough not wanted",18867.126326252
"Alaska",17,"Two or more races or Other","yes","enough wanted",13349.967394678
"Alaska",17,"Two or more races or Other","yes","often not enough",4369.494181122
"Alaska",17,"Two or more races or Other","yes","sometimes not enough",13191.36297976
"Alaska",17,"Two or more races or Other","yes",NA,8314.484853758
"Alaska",17,"White alone, not Hispanic","no","enough not wanted",43876.032464826
"Alaska",17,"White alone, not Hispanic","no","enough wanted",146874.548847595
"Alaska",17,"White alone, not Hispanic","no","often not enough",9297.022033705
"Alaska",17,"White alone, not Hispanic","no","sometimes not enough",10211.595808478
"Alaska",17,"White alone, not Hispanic","no",NA,14307.228033743
"Alaska",17,"White alone, not Hispanic","yes","enough not wanted",26233.711907588
"Alaska",17,"White alone, not Hispanic","yes","enough wanted",69938.605197629
"Alaska",17,"White alone, not Hispanic","yes","often not enough",742.376555905
"Alaska",17,"White alone, not Hispanic","yes","sometimes not enough",7255.476510695
"Alaska",17,"White alone, not Hispanic","yes",NA,7149.402639507
"Arizona",13,"Asian alone, not Hispanic","no","enough not wanted",68949.75626065
"Arizona",13,"Asian alone, not Hispanic","no","enough wanted",63071.410065701
"Arizona",13,"Asian alone, not Hispanic","no","sometimes not enough",4338.1427383
"Arizona",13,"Asian alone, not Hispanic","no",NA,6813.87842232
"Arizona",13,"Asian alone, not Hispanic","yes","enough not wanted",6232.94008964
"Arizona",13,"Asian alone, not Hispanic","yes","enough wanted",31277.31151456
"Arizona",13,"Asian alone, not Hispanic","yes","sometimes not enough",6251.0291225
"Arizona",13,"Asian alone, not Hispanic","yes",NA,8779.2866283
"Arizona",13,"Black alone, not Hispanic","no","enough not wanted",43081.76728012
"Arizona",13,"Black alone, not Hispanic","no","enough wanted",33349.132982016
"Arizona",13,"Black alone, not Hispanic","no","sometimes not enough",4038.83206143
"Arizona",13,"Black alone, not Hispanic","no",NA,25327.6245872
"Arizona",13,"Black alone, not Hispanic","yes","enough not wanted",50783.51551462
"Arizona",13,"Black alone, not Hispanic","yes","enough wanted",34504.53330687
"Arizona",13,"Black alone, not Hispanic","yes","sometimes not enough",10134.8230986
"Arizona",13,"Black alone, not Hispanic","yes",NA,39500.77116932
"Arizona",13,"Hispanic or Latino, all Races","no","enough not wanted",151475.78613772
"Arizona",13,"Hispanic or Latino, all Races","no","enough wanted",351569.80270152
"Arizona",13,"Hispanic or Latino, all Races","no","often not enough",16429.1963984
"Arizona",13,"Hispanic or Latino, all Races","no","sometimes not enough",129010.47936481
"Arizona",13,"Hispanic or Latino, all Races","no",NA,119628.6295686
"Arizona",13,"Hispanic or Latino, all Races","yes","enough not wanted",351341.54424699
"Arizona",13,"Hispanic or Latino, all Races","yes","enough wanted",259566.32897699
"Arizona",13,"Hispanic or Latino, all Races","yes","often not enough",11723.7417095
"Arizona",13,"Hispanic or Latino, all Races","yes","sometimes not enough",74671.20219012
"Arizona",13,"Hispanic or Latino, all Races","yes",NA,122550.28870652
"Arizona",13,"Two or more races or Other","no","enough not wanted",33942.887057004
"Arizona",13,"Two or more races or Other","no","enough wanted",72055.45282544
"Arizona",13,"Two or more races or Other","no","often not enough",6933.0431273
"Arizona",13,"Two or more races or Other","no","sometimes not enough",6966.03467007
"Arizona",13,"Two or more races or Other","no",NA,7769.0748995
"Arizona",13,"Two or more races or Other","yes","enough not wanted",40698.44126736
"Arizona",13,"Two or more races or Other","yes","enough wanted",73544.82917246
"Arizona",13,"Two or more races or Other","yes","often not enough",3357.1680475
"Arizona",13,"Two or more races or Other","yes","sometimes not enough",47756.00349014
"Arizona",13,"Two or more races or Other","yes",NA,15597.3106021
"Arizona",13,"White alone, not Hispanic","no","enough not wanted",557745.614994625
"Arizona",13,"White alone, not Hispanic","no","enough wanted",1329283.35749982
"Arizona",13,"White alone, not Hispanic","no","often not enough",8684.32204385
"Arizona",13,"White alone, not Hispanic","no","sometimes not enough",102928.078062039
"Arizona",13,"White alone, not Hispanic","no",NA,189347.75011844
"Arizona",13,"White alone, not Hispanic","yes","enough not wanted",286337.28825766
"Arizona",13,"White alone, not Hispanic","yes","enough wanted",512891.517479221
"Arizona",13,"White alone, not Hispanic","yes","often not enough",24398.49571499
"Arizona",13,"White alone, not Hispanic","yes","sometimes not enough",114793.20081282
"Arizona",13,"White alone, not Hispanic","yes",NA,137836.37502216
"Arizona",14,"Asian alone, not Hispanic","no","enough not wanted",25232.16934525
"Arizona",14,"Asian alone, not Hispanic","no","enough wanted",97064.73255872
"Arizona",14,"Asian alone, not Hispanic","no","sometimes not enough",1072.0729229
"Arizona",14,"Asian alone, not Hispanic","no",NA,13745.3375037
"Arizona",14,"Asian alone, not Hispanic","yes","enough not wanted",30818.00837612
"Arizona",14,"Asian alone, not Hispanic","yes","enough wanted",34224.51185464
"Arizona",14,"Asian alone, not Hispanic","yes",NA,9533.5023492
"Arizona",14,"Black alone, not Hispanic","no","enough not wanted",39258.71803643
"Arizona",14,"Black alone, not Hispanic","no","enough wanted",62343.1897467
"Arizona",14,"Black alone, not Hispanic","no","often not enough",4266.2252405
"Arizona",14,"Black alone, not Hispanic","no","sometimes not enough",8071.25473347
"Arizona",14,"Black alone, not Hispanic","no",NA,29972.7723714
"Arizona",14,"Black alone, not Hispanic","yes","enough not wanted",17214.41057689
"Arizona",14,"Black alone, not Hispanic","yes","enough wanted",72571.82105238
"Arizona",14,"Black alone, not Hispanic","yes","sometimes not enough",747.9325444
"Arizona",14,"Black alone, not Hispanic","yes",NA,6274.67569829
"Arizona",14,"Hispanic or Latino, all Races","no","enough not wanted",230720.96341487
"Arizona",14,"Hispanic or Latino, all Races","no","enough wanted",367577.55841461
"Arizona",14,"Hispanic or Latino, all Races","no","often not enough",26892.706174064
"Arizona",14,"Hispanic or Latino, all Races","no","sometimes not enough",52591.93693442
"Arizona",14,"Hispanic or Latino, all Races","no",NA,54045.55579186
"Arizona",14,"Hispanic or Latino, all Races","yes","enough not wanted",320470.05676213
"Arizona",14,"Hispanic or Latino, all Races","yes","enough wanted",265031.60002236
"Arizona",14,"Hispanic or Latino, all Races","yes","often not enough",39077.6109797
"Arizona",14,"Hispanic or Latino, all Races","yes","sometimes not enough",103983.89586409
"Arizona",14,"Hispanic or Latino, all Races","yes",NA,127575.11564237
"Arizona",14,"Two or more races or Other","no","enough not wanted",66595.298500387
"Arizona",14,"Two or more races or Other","no","enough wanted",52772.81838451
"Arizona",14,"Two or more races or Other","no","often not enough",1771.192172
"Arizona",14,"Two or more races or Other","no","sometimes not enough",16564.71262674
"Arizona",14,"Two or more races or Other","no",NA,9859.10553104
"Arizona",14,"Two or more races or Other","yes","enough not wanted",34702.4537942
"Arizona",14,"Two or more races or Other","yes","enough wanted",55522.21769551
"Arizona",14,"Two or more races or Other","yes","often not enough",2810.8732885
"Arizona",14,"Two or more races or Other","yes","sometimes not enough",30338.0220771
"Arizona",14,"Two or more races or Other","yes",NA,21706.97101919
"Arizona",14,"White alone, not Hispanic","no","enough not wanted",534144.5608799
"Arizona",14,"White alone, not Hispanic","no","enough wanted",1466587.58066792
"Arizona",14,"White alone, not Hispanic","no","often not enough",26306.47366043
"Arizona",14,"White alone, not Hispanic","no","sometimes not enough",130759.695356902
"Arizona",14,"White alone, not Hispanic","no",NA,132790.81922678
"Arizona",14,"White alone, not Hispanic","yes","enough not wanted",304062.48393133
"Arizona",14,"White alone, not Hispanic","yes","enough wanted",491558.403066116
"Arizona",14,"White alone, not Hispanic","yes","often not enough",10329.700986
"Arizona",14,"White alone, not Hispanic","yes","sometimes not enough",24401.04033073
"Arizona",14,"White alone, not Hispanic","yes",NA,143305.24189174
"Arizona",15,"Asian alone, not Hispanic","no","enough not wanted",15719.02184447
"Arizona",15,"Asian alone, not Hispanic","no","enough wanted",69575.12553241
"Arizona",15,"Asian alone, not Hispanic","no","sometimes not enough",677.95531053
"Arizona",15,"Asian alone, not Hispanic","no",NA,29467.8690741
"Arizona",15,"Asian alone, not Hispanic","yes","enough not wanted",55465.4424656
"Arizona",15,"Asian alone, not Hispanic","yes","enough wanted",33346.6484024
"Arizona",15,"Asian alone, not Hispanic","yes",NA,3280.462416
"Arizona",15,"Black alone, not Hispanic","no","enough not wanted",23092.09844915
"Arizona",15,"Black alone, not Hispanic","no","enough wanted",70859.93543006
"Arizona",15,"Black alone, not Hispanic","no","sometimes not enough",2616.66149786
"Arizona",15,"Black alone, not Hispanic","no",NA,8027.8899597
"Arizona",15,"Black alone, not Hispanic","yes","enough not wanted",41177.81112958
"Arizona",15,"Black alone, not Hispanic","yes","enough wanted",60881.88285698
"Arizona",15,"Black alone, not Hispanic","yes","sometimes not enough",20419.04941089
"Arizona",15,"Black alone, not Hispanic","yes",NA,13645.671266
"Arizona",15,"Hispanic or Latino, all Races","no","enough not wanted",188615.09928532
"Arizona",15,"Hispanic or Latino, all Races","no","enough wanted",292080.11930375
"Arizona",15,"Hispanic or Latino, all Races","no","often not enough",11087.2299447
"Arizona",15,"Hispanic or Latino, all Races","no","sometimes not enough",78699.23452667
"Arizona",15,"Hispanic or Latino, all Races","no",NA,136988.94116551
"Arizona",15,"Hispanic or Latino, all Races","yes","enough not wanted",337820.669998225
"Arizona",15,"Hispanic or Latino, all Races","yes","enough wanted",352940.84992425
"Arizona",15,"Hispanic or Latino, all Races","yes","often not enough",38799.4872961
"Arizona",15,"Hispanic or Latino, all Races","yes","sometimes not enough",50272.79539909
"Arizona",15,"Hispanic or Latino, all Races","yes",NA,100662.57315439
"Arizona",15,"Two or more races or Other","no","enough not wanted",48036.72413635
"Arizona",15,"Two or more races or Other","no","enough wanted",49129.0743588
"Arizona",15,"Two or more races or Other","no","often not enough",8856.99644275
